case_id,condition_id,artifact_file,artifact_file_sha256,annotation_semantic_sha256,sparse_only,coordinate_level_QA,trainer_candidate,training_authorized
radiopaedia_29_86491_1,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86491_1/C100_FRG.npz,03abc08e69f9be916e15f5bc98060b95e68e258de88a05ffce7749b72e1e2fcc,d35a24eac2081cbbc3ff8f106893b72243974b60eb590228debafdeb810ebc18,True,True,True,False
radiopaedia_29_86491_1,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86491_1/C50_COH.npz,ab0a33e516cbffd71bd6e0269e76f283680bd53122a9fb40ec1b51cba1a3ae78,e7106f19ee444c457e0f155a39f5625e534f1e7ea26a0d317ba320aa4512c4e2,True,True,True,False
radiopaedia_29_86491_1,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86491_1/C50_DIS.npz,3dfc658d56935e03188edb4d9d9be1928a2d47c4bbc385de239b0fdbc31ba48c,fcc895d332f9e9b751786cedd0f88f7cbcf60e2ab35bd826a2929fdd91276ac7,True,True,True,False
radiopaedia_29_86491_1,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86491_1/C50_FRG.npz,6cda1eaabeca62fe38e3a7dab87e38792aa063f72150cb2e0c83a2c7cef3baac,fc347b1d97381ab024070f912530a72ea4a7dc15d87c41bd5cb8117f295df921,True,True,True,False
radiopaedia_36_86526_0,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_36_86526_0/C100_COH.npz,89475dfb7ed5019d112805794ad67f65d0a83371032d410ed8708b8442d92485,b01caf034abc663dbcde8041ada873ec3258c30619e59cc1d2167e192989d5f1,True,True,True,False
radiopaedia_36_86526_0,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_36_86526_0/C100_DIS.npz,21f7beb7255783ebdf13911d4956e2d9932466a7b77875ba21192140d8798213,64481c063d13ae6751303b1afce441221f6222d18a743a08518911d7cd4eeed8,True,True,True,False
radiopaedia_36_86526_0,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_36_86526_0/C100_FRG.npz,26c06fbc17ad6875003056051def6b4cc50af69d4dbdad364245cc31fca0088e,0e6b6009b7e97d410786819cb4a97bf6ca929ed04548e871e1c4cd43192ec1f2,True,True,True,False
radiopaedia_36_86526_0,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_36_86526_0/C50_COH.npz,59b1fdded16d404ba494d6ae20b11fabfe1750b5c7bb94c67078483f3ec09d3c,75bf8783fca8381afcf79ba0b4eb2ef3c2501be58c3e685302d028beba8c74d4,True,True,True,False
radiopaedia_36_86526_0,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_36_86526_0/C50_DIS.npz,b024b6e49682d6955c076faaef77dc8703958c19ba55fc7e532f9d3b3113686d,db740a2a1bcbb4126f7bc9e2325e5b5bbc02ec1cc8f08a1c9d925edfa9c48cb3,True,True,True,False
radiopaedia_36_86526_0,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_36_86526_0/C50_FRG.npz,574424f3ff60b0fd7592b2cbd65931fba59597a4aebb7759253a4cf7eef84451,0bb7041d42fbf2de5197031287a82eaa01de03c20f14df336026220ace4ed4de,True,True,True,False
radiopaedia_40_86625_0,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_40_86625_0/C100_COH.npz,21521422f61d688342f60f0a462d2382c1d53e0da7721a06d08797a55865504c,c009c4d3eb9ddf5c1241b7425270755173cf490e4aa508946641742fb0695c08,True,True,True,False
radiopaedia_40_86625_0,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_40_86625_0/C100_DIS.npz,54dd3abe07dcb6f1ef20f1457d6af7684da2ca7f97343c405f8a0ee42061c97c,e2a0feb24b192365e9368ba2b19417ca011b0f65ae5eac0be7596e727fb8e8ad,True,True,True,False
radiopaedia_40_86625_0,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_40_86625_0/C100_FRG.npz,33fbf69939c1088f6ee4c2a62fd68d99a7c04f8d56576281f06ca365be0f4357,d6525cdd82ee8dd571425350c79dc956274bad5727ce8615ee541f74741d1937,True,True,True,False
radiopaedia_40_86625_0,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_40_86625_0/C50_COH.npz,e85a500bb7ec0bad3c1b038a412aa2e575dc03a83212511868279314173d8456,6b32011603fcc41f536269dc286074f953a8633ea721f3d8384d3864ed1ea899,True,True,True,False
radiopaedia_40_86625_0,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_40_86625_0/C50_DIS.npz,c7bc7b0196864fe3e57f5e7fe4667669ef3fd5b5457fe582b4be1a3cbadf3456,46cf20e43594d166a4367578dbba85664c070d4afd4391451e30cf34905aa79b,True,True,True,False
radiopaedia_40_86625_0,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_40_86625_0/C50_FRG.npz,b8645e940ccbafa0140e9aa99b0315b7e06f0bee18b79a63f4225062adbf8e7e,1a9cbc80e6ddda01e928e23425cf8865877e4f43b406d93e01481af12d0792af,True,True,True,False
radiopaedia_4_85506_1,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_4_85506_1/C100_COH.npz,bf6647e128500de5d06b1e17f0c23b496daabeb2905830bd378ddce9306c78bf,2f76c3e2c2d3b721a69b08f021e6ba33e9dcda813e17f344266aae1c01f47095,True,True,True,False
radiopaedia_4_85506_1,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_4_85506_1/C100_DIS.npz,5ab15386de5d0cf26682179ebdf10cce349941f916042ebbbb519b479beaf1f3,08d6791cfa7b4364b0195dbf279b743dbb00e41bc70b88d24fa1226dcead429a,True,True,True,False
radiopaedia_4_85506_1,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_4_85506_1/C100_FRG.npz,a0a881c0892de4d2f761efe35217d8e0ac67fe1d0b3d149610b43b46f8691f25,4c89776c8c57cb36cebaae3f56df3d7bd9c479bfad9329c646a6cf9fc69af330,True,True,True,False
radiopaedia_4_85506_1,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_4_85506_1/C50_COH.npz,75262c2210d456d8014998567338066d0dcbced44e07f116212a7aabe98e126d,1135bedd91dab72b1a5430af025f39ef1ff20883b36ccac56de1cf32c68eb6f4,True,True,True,False
radiopaedia_4_85506_1,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_4_85506_1/C50_DIS.npz,d374e201377c7af2bd7d78d103198b896ce23c2a89dc84e938fe1f492d6d7eeb,db4f17dc80bc5d688e89955db408c6433db08eb2d571bdea72c64adae978878e,True,True,True,False
radiopaedia_4_85506_1,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_4_85506_1/C50_FRG.npz,783ebcc686d5f884875c1492b122116849f86d30fbe8332af44445b65298c50e,8811194c84e0b6f1f93ada40c32524f607c0ef0d4c7b5df0d00e209bfcc278a2,True,True,True,False
radiopaedia_7_85703_0,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_7_85703_0/C100_COH.npz,b9df50a9949eae3bfe043c8b26ebc9b3d72ce6b20db1148673a38f1b46ba0abd,b24ba11d5bd13a097c80c117152e5ab276d4b5886abfc4d91c0810d73e8f9ba6,True,True,True,False
radiopaedia_7_85703_0,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_7_85703_0/C100_DIS.npz,6450ba01600f9ae1942a111c55dcf9565e8f3bc6d7bbb05c3aec20c049cf2c8d,b9220fa440c7ebe5c793d08bc46e9441f443525ecb3b1c6a128aca1bb06b190c,True,True,True,False
radiopaedia_7_85703_0,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_7_85703_0/C100_FRG.npz,1006001f1ea54ce5f762e3e8d79ed3ed62763b485a12853c3ae29835f78a6be7,175b1660cc870fe332bbcc754185f93cce1430861b0f844373962049db570b20,True,True,True,False
radiopaedia_7_85703_0,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_7_85703_0/C50_COH.npz,c92062818182186257989604ba4dd63f59001d022a239328d3b61ac1541d1310,c86cc83dbe727de839111101a01ecad664d1362b45df58b1b59432cb0b574858,True,True,True,False
radiopaedia_7_85703_0,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_7_85703_0/C50_DIS.npz,8c3874b6e88bf0e1cabe66aeece3faec2b6fdb0a54b276bee6368801fb7d6837,67a312b05e1758d22b6be54e232b589d2a3534e0b9dd8ac25bdcba0b7fae71fb,True,True,True,False
radiopaedia_7_85703_0,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_7_85703_0/C50_FRG.npz,4ad8ed41d7f377f6cd6f49ed39a107d126d47c55ac971400d5ef24bf7401b030,652ee3fa3504326b28033762895c86bfd4f0b5515708406005bfaec76c81db16,True,True,True,False
