case_id,role,condition_id,coverage_fraction,geometry_condition,component_native_id,component_volume_ml,global_resolution_class,representation,geometry_claim_allowed,quota,connected_sets,mean_nearest_neighbor_mm,common_capacity,coherent_capacity,dispersed_capacity,fragmented_capacity,capacity_source,uses_neutral_bank
coronacases_002,final_outer_cv,C100_DIS,1.0,dispersed,24,4.905252456665039,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,4,4,16.551702999370832,4,4,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_DIS,1.0,dispersed,25,16.984033584594727,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,4,4,31.015991375611538,4,4,10,4,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_DIS,1.0,dispersed,26,0.7780551910400391,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,6,6,6.70554267905104,6,8,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_DIS,1.0,dispersed,27,0.1002359390258789,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,11,1,1.5,30,30,30,30,physical_neutral_bank,True
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,1,15.839381217956545,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,10.612071234652063,4,4,10,5,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,2,28.66677761077881,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,6.422040216394301,6,6,11,7,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,3,24.04120445251465,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,15.0,4,4,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,4,0.4654312133789062,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,7.021645711795972,3,3,10,4,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,5,0.8572626113891602,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,1.5,6,6,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,6,0.4359912872314453,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,3.1217082451262845,4,4,11,7,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,7,3.1500720977783203,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,5,3,3.9166155414412245,5,5,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,8,22.78229713439941,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,1.5,6,6,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,9,3.829994201660156,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,8.897085368400163,4,4,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,10,4.347295761108398,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,5,3,3.3840329667841558,5,5,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,11,0.1093482971191406,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,11,1,1.5,41,41,41,41,physical_neutral_bank,True
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,12,0.3399610519409179,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,2.368033988749895,6,8,11,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,13,1.0072660446166992,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,1.5,6,6,10,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,14,0.1682281494140625,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,3.5811388300841895,3,3,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,15,0.7114648818969727,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,2.280776406404415,6,7,11,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,16,21.999335289001465,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,5.947073557013984,6,8,11,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,17,0.2537441253662109,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,1.5,6,6,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,18,0.3960371017456054,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,1.5,6,6,11,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,19,2.599825859069824,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,5,3,3.363330765278394,5,5,11,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,20,5.25853157043457,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,8.518555786126363,4,7,10,4,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,21,1.870136260986328,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,6.441783234309364,4,4,11,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,22,28.2216739654541,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,22.870613034542103,4,6,10,4,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,23,1.8259763717651367,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,5,3,3.637211521390788,5,5,11,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,24,4.905252456665039,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,9.695646988798973,4,4,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,25,16.984033584594727,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,13.4114572621006,4,4,10,4,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,26,0.7780551910400391,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,3,2.5,6,8,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C100_FRG,1.0,fragmented,27,0.1002359390258789,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,11,1,1.5,30,30,30,30,physical_neutral_bank,True
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,1,15.839381217956545,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,20,9,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,2,28.66677761077881,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,9,1,1.5,9,11,20,9,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,6,0.4359912872314453,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,10,1,1.6242640687119283,10,10,19,12,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,12,0.3399610519409179,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,10,1,1.5,10,13,19,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,14,0.1682281494140625,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,6,1,1.5,6,6,15,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,15,0.7114648818969727,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,7,1,1.7648717094642408,7,7,20,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,16,21.999335289001465,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,8,1,1.6875,8,10,20,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,18,0.3960371017456054,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,11,1,1.5,11,11,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,19,2.599825859069824,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,10,1,1.5621320343559641,10,10,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,20,5.25853157043457,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,11,1,1.612967335192662,11,11,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,21,1.870136260986328,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,10,1,1.5,10,10,20,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,23,1.8259763717651367,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,7,1,1.588760049079949,7,7,20,12,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,26,0.7780551910400391,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,10,1,1.5,10,11,20,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_COH,0.5,coherent,27,0.1002359390258789,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,30,1,1.5,30,30,30,30,physical_neutral_bank,True
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,1,15.839381217956545,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,5,5,23.365441334655532,5,5,20,9,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,2,28.66677761077881,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,9,9,21.14194166198429,9,11,20,9,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,6,0.4359912872314453,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,10,7,3.5327182992097326,10,10,19,12,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,12,0.3399610519409179,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,10,9,4.154695403818453,10,13,19,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,14,0.1682281494140625,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,6,6,3.349586409417043,6,6,15,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,15,0.7114648818969727,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,7,7,5.474571753925535,7,7,20,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,16,21.999335289001465,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,8,8,19.693020995324776,8,10,20,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,18,0.3960371017456054,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,11,9,3.522187117581035,11,11,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,19,2.599825859069824,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,10,10,7.760780184336008,10,10,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,20,5.25853157043457,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,11,11,9.856358113223047,11,11,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,21,1.870136260986328,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,10,10,7.534101241965705,10,10,20,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,23,1.8259763717651367,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,7,7,8.166180506404798,7,7,20,12,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,26,0.7780551910400391,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,10,10,5.286604497402567,10,11,20,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_DIS,0.5,dispersed,27,0.1002359390258789,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,30,1,1.5,30,30,30,30,physical_neutral_bank,True
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,1,15.839381217956545,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,5,3,5.236087214122113,5,5,20,9,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,2,28.66677761077881,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,9,3,1.5,9,11,20,9,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,6,0.4359912872314453,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,10,3,1.5,10,10,19,12,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,12,0.3399610519409179,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,10,3,1.65,10,13,19,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,14,0.1682281494140625,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,6,2,1.6035533905932737,6,6,15,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,15,0.7114648818969727,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,7,3,1.5,7,7,20,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,16,21.999335289001465,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,8,3,1.5,8,10,20,8,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,18,0.3960371017456054,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,11,3,1.5,11,11,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,19,2.599825859069824,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,10,3,1.5,10,10,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,20,5.25853157043457,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,11,3,1.5,11,11,20,11,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,21,1.870136260986328,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,10,3,1.5,10,10,20,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,23,1.8259763717651367,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,7,3,1.5,7,7,20,12,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,26,0.7780551910400391,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,10,3,1.5,10,11,20,10,common_geometry_preserving_candidate_capacity,False
coronacases_002,final_outer_cv,C50_FRG,0.5,fragmented,27,0.1002359390258789,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,30,1,1.5,30,30,30,30,physical_neutral_bank,True
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,1,498.867129650116,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,4,1,1.9635254915624212,4,4,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,2,0.4627498683929443,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.8,5,5,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,3,6.543559650421143,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,6,10,5,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,4,0.1618404636383056,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,19,1,1.5,39,39,39,39,physical_neutral_bank,True
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,5,0.2740715389251709,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,7,1,1.5,7,7,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,6,1.5069868297576905,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,4,1,1.5,4,4,10,4,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,8,0.2236488819122314,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,6,1,1.7071067811865472,6,6,10,9,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,9,0.2643123149871826,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,10,0.4269660472869873,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,6,1,1.5,6,6,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,12,0.2252754192352294,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,11,8,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,13,0.1455750904083252,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,19,1,1.5,34,34,34,34,physical_neutral_bank,True
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,14,2.841560703277588,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,11,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,15,0.6083249588012696,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,16,0.1228035678863525,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,19,1,1.5,33,33,33,33,physical_neutral_bank,True
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,18,1.7314489803314208,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,6,1,1.7071067811865472,6,6,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,20,0.4904010028839111,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.6242640687119283,5,5,11,8,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,21,1.6802130546569825,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,4,1,1.875,4,5,10,4,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,22,0.7034773921966553,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.8,5,5,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,23,2.9041823902130126,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,10,8,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,25,0.1146708812713623,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,9,9,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,26,0.9986939163208008,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,7,1,1.5,7,8,11,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,27,0.3350666885375976,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,6,1,1.5,6,6,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,28,0.1268699111938476,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,6,1,1.5,6,6,10,8,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,29,494.5746976547241,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,7,10,5,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,30,7.795993389129639,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,31,0.3887424201965332,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,7,1,1.5,7,7,10,9,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,32,2.385316984176636,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.6242640687119283,5,5,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,33,0.1602139263153076,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,6,10,5,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,34,0.7042906608581543,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,7,1,1.5,7,7,11,8,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,35,0.8205880794525147,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,11,9,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,36,2.6170985527038573,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,6,1,1.5,6,7,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,37,0.4830815849304199,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,4,1,1.5,4,4,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,38,0.2391009864807129,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,3,1,1.5,3,3,11,4,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,39,0.1447618217468261,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,20,1,1.5,39,39,39,39,physical_neutral_bank,True
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,40,0.8563719005584717,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,6,1,1.5,6,6,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,41,2.4764030742645264,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,42,0.5261848239898682,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,6,10,5,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,43,0.1366291351318359,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_COH,1.0,coherent,44,0.1114178066253662,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,5,1,1.5,5,5,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,1,498.867129650116,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,4,4,100.18032348127697,4,4,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,2,0.4627498683929443,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,5,5,6.933879371667606,5,5,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,3,6.543559650421143,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,5,5,27.93838229126077,5,6,10,5,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,4,0.1618404636383056,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,19,1,1.5,39,39,39,39,physical_neutral_bank,True
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,5,0.2740715389251709,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,7,6,4.8746241231082745,7,7,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,6,1.5069868297576905,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,4,4,10.722416904053807,4,4,10,4,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,8,0.2236488819122314,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,6,6,4.371320343559642,6,6,10,9,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,9,0.2643123149871826,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,5,5,4.3970562748477136,5,5,10,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,10,0.4269660472869873,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,6,6,6.04163831986886,6,6,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,12,0.2252754192352294,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,5,5,4.5,5,5,11,8,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,13,0.1455750904083252,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,19,1,1.5,34,34,34,34,physical_neutral_bank,True
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,14,2.841560703277588,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,5,5,12.967949956610829,5,5,11,7,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,15,0.6083249588012696,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,5,5,7.93258293081806,5,5,10,6,common_geometry_preserving_candidate_capacity,False
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,16,0.1228035678863525,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,19,1,1.5,33,33,33,33,physical_neutral_bank,True
coronacases_003,final_outer_cv,C100_DIS,1.0,dispersed,18,1.7314489803314208,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,6,6,11.378133598703945,6,6,10,7,common_geometry_preserving_candidate_capacity,False
