case_id,source_subject_key,role,outer_fold,condition_id,coverage_fraction,geometry,selected_components,selected_resolvable_components,selected_resolution_limited_components,train_positive_budget_B_i,foreground_unique_voxels,background_unique_voxels,selected_component_ids,selected_component_quotas,background_semantic_sha256,annotation_semantic_sha256,artifact_file,artifact_file_sha256,effective_protocol,coordinate_level_QA,factorial_training_authorized,selected_geometry_operational_components,selected_resolution_neutral_components,selected_alias_neutral_components,A1_3_changed_component_count
coronacases_008,coronacases_008,permanent_development,,C50_COH,0.5,coherent,17,14,3,202,202,202,7;22;28;36;19;37;20;39;1;31;40;35;12;13;21;33;4,6;5;5;5;6;6;6;5;5;6;45;4;4;6;6;38;44,e7afa0acf55ec424be82d5ccae97ad2c0dac31ff5671665caade7d195760dd33,885289c298e6b9d39dc0573a5a4b43de8ec3403c9dec7ba1eb1cd8ec3363bc58,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C50_COH.npz,ae5cfcad06c4f1f63ba3b7de50b1e6bfec9a46b5a3ebf8aeb33a053706b8e8e8,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,14,3,0,0
coronacases_008,coronacases_008,permanent_development,,C50_DIS,0.5,dispersed,17,14,3,202,202,202,7;22;28;36;19;37;20;39;1;31;40;35;12;13;21;33;4,6;5;5;5;6;6;6;5;5;6;45;4;4;6;6;38;44,e7afa0acf55ec424be82d5ccae97ad2c0dac31ff5671665caade7d195760dd33,d845c7f67f41ec33e3f426a4d04a314dba60ab76976391167b108e525540808f,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C50_DIS.npz,283e755df915256efc0e10bfe10e5fd78f52cde0dce22d032441d6f7927db651,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,14,3,0,0
coronacases_008,coronacases_008,permanent_development,,C50_FRG,0.5,fragmented,17,14,3,202,202,202,7;22;28;36;19;37;20;39;1;31;40;35;12;13;21;33;4,6;5;5;5;6;6;6;5;5;6;45;4;4;6;6;38;44,e7afa0acf55ec424be82d5ccae97ad2c0dac31ff5671665caade7d195760dd33,4224e5dc7cbf8f6847c86fcdf51483b46ccb8b71592615c8eccd1efd985b18f9,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C50_FRG.npz,799c6212e7f8a5bc0eabee52bac433cbfcbdad81575a034c04bbe3f70191891e,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,14,3,0,0
coronacases_008,coronacases_008,permanent_development,,C100_COH,1.0,coherent,33,30,3,202,202,202,7;22;28;36;19;37;20;39;1;31;40;35;12;13;21;33;4;23;26;18;25;38;5;24;17;27;8;16;34;3;2;11;6,4;3;4;4;3;4;4;2;3;2;34;3;3;3;3;33;33;4;3;4;2;3;4;4;4;4;3;4;4;4;3;4;3,e7afa0acf55ec424be82d5ccae97ad2c0dac31ff5671665caade7d195760dd33,a8563d09772cbd8e32ede4144c025c5c5c282c1736da8810afe8fbee7fc4d4d0,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C100_COH.npz,90193fe8053dc07642541a28fa23d671eb9b477a6fe6857b27e956b8052e623d,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,30,3,0,0
coronacases_008,coronacases_008,permanent_development,,C100_DIS,1.0,dispersed,33,30,3,202,202,202,7;22;28;36;19;37;20;39;1;31;40;35;12;13;21;33;4;23;26;18;25;38;5;24;17;27;8;16;34;3;2;11;6,4;3;4;4;3;4;4;2;3;2;34;3;3;3;3;33;33;4;3;4;2;3;4;4;4;4;3;4;4;4;3;4;3,e7afa0acf55ec424be82d5ccae97ad2c0dac31ff5671665caade7d195760dd33,0acd848288a1f2563497ebaa5ed118a0acdcbc7832e8999b78acf671a5b4859f,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C100_DIS.npz,e7a07a5fb6fbb62f3309f8873b863b60d946a8168797c696f28e3a6cac78a6cf,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,30,3,0,0
coronacases_008,coronacases_008,permanent_development,,C100_FRG,1.0,fragmented,33,30,3,202,202,202,7;22;28;36;19;37;20;39;1;31;40;35;12;13;21;33;4;23;26;18;25;38;5;24;17;27;8;16;34;3;2;11;6,4;3;4;4;3;4;4;2;3;2;34;3;3;3;3;33;33;4;3;4;2;3;4;4;4;4;3;4;4;4;3;4;3,e7afa0acf55ec424be82d5ccae97ad2c0dac31ff5671665caade7d195760dd33,ff80ea98350abec5de221dc9f9f5ab9256707354932e7f7185b6cb11fe06a96f,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C100_FRG.npz,9daba1943b12999b6ca70b62727f9dc37397bd77cf1b7889168365c6b5cc84ef,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,30,3,0,0
coronacases_009,coronacases_009,final_outer_cv,3.0,C50_COH,0.5,coherent,5,4,1,48,48,48,4;2;9;6;5,6;3;3;32;4,31046af7e1b4fe947ff8ffcc597715552d1ca9cf85ffbecb571a5c2d1b2fcbee,69aad8fa17ffdf17ecfe00c95fb361a9f13d8d06c5e952ea7bb5dc4c88564080,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C50_COH.npz,94de5a292a407602150d60d4c29460f8e33de0ee2de1f083079bafd66cf49d9f,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,4,1,0,0
coronacases_009,coronacases_009,final_outer_cv,3.0,C50_DIS,0.5,dispersed,5,4,1,48,48,48,4;2;9;6;5,6;3;3;32;4,31046af7e1b4fe947ff8ffcc597715552d1ca9cf85ffbecb571a5c2d1b2fcbee,1f9bb46d133f862a9e7fb87b86b3bf4eeeb85f1462d54e1d8d482dc7a6f87d23,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C50_DIS.npz,a5755e0ab3f769dd9acc2abf773e7c5eee24af75e45d08f69171c9c88aa6309b,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,4,1,0,0
coronacases_009,coronacases_009,final_outer_cv,3.0,C50_FRG,0.5,fragmented,5,4,1,48,48,48,4;2;9;6;5,6;3;3;32;4,31046af7e1b4fe947ff8ffcc597715552d1ca9cf85ffbecb571a5c2d1b2fcbee,a3a09521ee649f7aa07044a2facf2acbf915be1de7ba9fa5e562023ba696deef,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C50_FRG.npz,399a6f8ec72123b6097c9444701b9ff1967600111608c7d876ecdccdf33bc1f6,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,4,1,0,0
coronacases_009,coronacases_009,final_outer_cv,3.0,C100_COH,1.0,coherent,9,8,1,48,48,48,4;2;9;6;5;3;8;1;7,4;2;3;26;3;2;3;2;3,31046af7e1b4fe947ff8ffcc597715552d1ca9cf85ffbecb571a5c2d1b2fcbee,5959bae9b50ecc5475c6cca88f08700c34fd7ddd379692e2b350b315ecd03eeb,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C100_COH.npz,76839d23231270c9ea791fd2188ee2bff6626118023370fd728d2ecbb01612c8,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,8,1,0,0
coronacases_009,coronacases_009,final_outer_cv,3.0,C100_DIS,1.0,dispersed,9,8,1,48,48,48,4;2;9;6;5;3;8;1;7,4;2;3;26;3;2;3;2;3,31046af7e1b4fe947ff8ffcc597715552d1ca9cf85ffbecb571a5c2d1b2fcbee,74bbf25fa601b2db029bd963089ea3c4d12635ce014020ab8c2d81bdb8391488,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C100_DIS.npz,7b9b05146e009d806fd9eed7d208c323bc6159620e4caa33e27d75d350fc21be,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,8,1,0,0
coronacases_009,coronacases_009,final_outer_cv,3.0,C100_FRG,1.0,fragmented,9,8,1,48,48,48,4;2;9;6;5;3;8;1;7,4;2;3;26;3;2;3;2;3,31046af7e1b4fe947ff8ffcc597715552d1ca9cf85ffbecb571a5c2d1b2fcbee,c3eaaee7399d68448650715dbe8839f0f6aab2f7ea25627f8ecf9133e6a3a9a9,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C100_FRG.npz,bb0760ce534db2c6ba30ffa0fb85128e9c9b1bd0131ac06c182cb601bbc4677c,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,8,1,0,0
coronacases_010,coronacases_010,final_outer_cv,1.0,C50_COH,0.5,coherent,3,3,0,20,20,20,2;4;1,5;9;6,1a3c915ec2f4db37e168a4899943e56fe15b5ba6aaf99c2d4262dee711540d1f,2be82af0e7fca50522130b8c01c4eb1dcb11536df61ad035bbf1b67a24b96d67,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C50_COH.npz,ff3f7125ba0c571c9d5c47d2556ae3182dbc9101868fa0a5c23e7dbc050ffbf1,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,3,0,0,0
coronacases_010,coronacases_010,final_outer_cv,1.0,C50_DIS,0.5,dispersed,3,3,0,20,20,20,2;4;1,5;9;6,1a3c915ec2f4db37e168a4899943e56fe15b5ba6aaf99c2d4262dee711540d1f,71dff5eaf7924103fc98490fe249448c7553f06b9d09b115da3a550ddf20ae87,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C50_DIS.npz,925cf9371c495c2d7ef7e340f604dbd2cc1c1ee012aeccd184cfb1e179be1021,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,3,0,0,0
coronacases_010,coronacases_010,final_outer_cv,1.0,C50_FRG,0.5,fragmented,3,3,0,20,20,20,2;4;1,5;9;6,1a3c915ec2f4db37e168a4899943e56fe15b5ba6aaf99c2d4262dee711540d1f,319e72c52ccd55f29c298580dea93f4b1a6007bb3b733e2ba9d655570ac1ae18,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C50_FRG.npz,2eeb2727c52f134336995114b1b2a4b894e4e34ca6af96c556f0fd44340cb36e,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,3,0,0,0
coronacases_010,coronacases_010,final_outer_cv,1.0,C100_COH,1.0,coherent,6,6,0,20,20,20,2;4;1;6;3;5,3;4;3;4;3;3,1a3c915ec2f4db37e168a4899943e56fe15b5ba6aaf99c2d4262dee711540d1f,436555e100b5115f819bf4929ac6d14ae6983d70543de1420b1a7c4064ee4d1b,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C100_COH.npz,a8efe646ef6e50bc872c299fb9b7d008db62be79d3d4b8ac0a74003d5c071c6f,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,6,0,0,0
coronacases_010,coronacases_010,final_outer_cv,1.0,C100_DIS,1.0,dispersed,6,6,0,20,20,20,2;4;1;6;3;5,3;4;3;4;3;3,1a3c915ec2f4db37e168a4899943e56fe15b5ba6aaf99c2d4262dee711540d1f,b663721fc22965eaa3b02f5b0c1a5936f12a61926e59c56236468a281bcbd994,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C100_DIS.npz,0a2d87c17b7963e661229de005170d017dc44e29aaedb469fcbb0df25bfc7b2d,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,6,0,0,0
coronacases_010,coronacases_010,final_outer_cv,1.0,C100_FRG,1.0,fragmented,6,6,0,20,20,20,2;4;1;6;3;5,3;4;3;4;3;3,1a3c915ec2f4db37e168a4899943e56fe15b5ba6aaf99c2d4262dee711540d1f,6605e6a9015c9b6f442791fed42c930cb80c51e18db072963fb4947a431a58c5,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C100_FRG.npz,bff5beb71aae2740559b80191f6f25d939b6baa53b7f212f2508546c1144aa95,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,6,0,0,0
radiopaedia_10_85902_1,radiopaedia_case_10,final_outer_cv,1.0,C50_COH,0.5,coherent,1,1,0,4,4,4,1,4,463f22d2fa7ee93f79676620a53809c2f9f62c6b6b56ab0fc9882493df84b205,dfc54558b2f533a5d557f95780243dffaa6a39b848f9582b0e3c198804712542,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C50_COH.npz,43c45dfd53c25438732780fee1ed187df6b62fbc9aae1b45b0723b7279904428,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
radiopaedia_10_85902_1,radiopaedia_case_10,final_outer_cv,1.0,C50_DIS,0.5,dispersed,1,1,0,4,4,4,1,4,463f22d2fa7ee93f79676620a53809c2f9f62c6b6b56ab0fc9882493df84b205,414380ebc0b7ad0de267bc7a79baecd33f84837c3f10fe88b286ed850a5c7618,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C50_DIS.npz,d959b1df09621244183299339c634db709f3fd6ff38f8b1b2339f6fc4397e6ff,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
radiopaedia_10_85902_1,radiopaedia_case_10,final_outer_cv,1.0,C50_FRG,0.5,fragmented,1,1,0,4,4,4,1,4,463f22d2fa7ee93f79676620a53809c2f9f62c6b6b56ab0fc9882493df84b205,6ac0aaf84f1d8feffd6cb1d666d4bf7e82ae6b7ebd9d714201f9532b63e20f45,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C50_FRG.npz,b0c540c65f4d3ca1f1fa065a3aacb7908a50118e30bf6f2a152855d7be457484,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
radiopaedia_10_85902_1,radiopaedia_case_10,final_outer_cv,1.0,C100_COH,1.0,coherent,2,2,0,4,4,4,1;2,2;2,463f22d2fa7ee93f79676620a53809c2f9f62c6b6b56ab0fc9882493df84b205,6544d07ec947181826221e122ddc6118fc0b1d39330003eb147de01fd57fd252,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C100_COH.npz,a19c22d76c8e08b8f225ea2bd91446422c27bd07f43ed279da5b479c5d3aaca6,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
radiopaedia_10_85902_1,radiopaedia_case_10,final_outer_cv,1.0,C100_DIS,1.0,dispersed,2,2,0,4,4,4,1;2,2;2,463f22d2fa7ee93f79676620a53809c2f9f62c6b6b56ab0fc9882493df84b205,6bb123b9604225fb5f8849891fdfe9a6ade5aea742c30e35504935703ea48e78,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C100_DIS.npz,436a3819cbd870a132ac251dcb518e559d8aafef64f23bc2af0465f6c43023b1,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
radiopaedia_10_85902_1,radiopaedia_case_10,final_outer_cv,1.0,C100_FRG,1.0,fragmented,2,2,0,4,4,4,1;2,2;2,463f22d2fa7ee93f79676620a53809c2f9f62c6b6b56ab0fc9882493df84b205,2ef3df189831d5806230ae475cc974b70edffed0b319bb0348cf8de4da044907,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C100_FRG.npz,1702fb799fb0b5144785a7ae1b016ada4492ee83cf50ddcb1d9f63bee74cdb74,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
radiopaedia_10_85902_3,radiopaedia_case_10,final_outer_cv,1.0,C50_COH,0.5,coherent,1,1,0,7,7,7,2,7,f7cd450c621ec6fb63f779a5d7b9fae16c50b573653a96a61c2842d76849da89,fcf72bdf1c406820c0c01dadbc40b00583cfda964d874ab77127a36edb9f81c6,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C50_COH.npz,5dccf3a4a9545d9026b7998c5ebd18996f541083708084de0acac6f5b54279e3,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
radiopaedia_10_85902_3,radiopaedia_case_10,final_outer_cv,1.0,C50_DIS,0.5,dispersed,1,1,0,7,7,7,2,7,f7cd450c621ec6fb63f779a5d7b9fae16c50b573653a96a61c2842d76849da89,945c8ad64f3a82679b33fc9bc010f1cfff4818420b16f27db3c38b8c2714ff4a,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C50_DIS.npz,31717905ef46477c2b8fa391ccd0943f11b6fcc5b559278a5ea577d201a405e9,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
radiopaedia_10_85902_3,radiopaedia_case_10,final_outer_cv,1.0,C50_FRG,0.5,fragmented,1,1,0,7,7,7,2,7,f7cd450c621ec6fb63f779a5d7b9fae16c50b573653a96a61c2842d76849da89,d025e504425567bd754ce47c6ba601db638c2989913268f66f142f534ceca102,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C50_FRG.npz,a2f1106876ee51ea7ae62b857c2c3f31a71c7e522b973b90a915f15299708ca6,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
radiopaedia_10_85902_3,radiopaedia_case_10,final_outer_cv,1.0,C100_COH,1.0,coherent,2,2,0,7,7,7,2;1,4;3,f7cd450c621ec6fb63f779a5d7b9fae16c50b573653a96a61c2842d76849da89,94b8d6e587ffb8156ba757955ce60e3361dfbf17c577dc6b8de95384008e2b4e,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C100_COH.npz,524fdf41f03d5a76c10ffb9e0b62b70fc679edcafacd97b106eaff9b611e4fe4,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
radiopaedia_10_85902_3,radiopaedia_case_10,final_outer_cv,1.0,C100_DIS,1.0,dispersed,2,2,0,7,7,7,2;1,4;3,f7cd450c621ec6fb63f779a5d7b9fae16c50b573653a96a61c2842d76849da89,906e4f61f4d9dd1f100d7723b120aa8a3ed67732af996ad5b4bae63ca8c07ee3,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C100_DIS.npz,d50fa42cc7d94fc51f1bcb0fc2c794fc143219ee09c775fec0458bfb40e4bc2a,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
radiopaedia_10_85902_3,radiopaedia_case_10,final_outer_cv,1.0,C100_FRG,1.0,fragmented,2,2,0,7,7,7,2;1,4;3,f7cd450c621ec6fb63f779a5d7b9fae16c50b573653a96a61c2842d76849da89,b2e60a76947d2b66e304512024efccbd385ff0e6d668194d1d2559665cbabc97,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C100_FRG.npz,47297cd0880df6b79b544a93f33551d8d9d13e050636c9aa21d1cdcc7e9ca67d,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
radiopaedia_14_85914_0,radiopaedia_case_14,permanent_development,,C50_COH,0.5,coherent,14,13,1,162,162,162,22;1;13;24;4;17;30;10;26;3;5;14;21;28,9;11;9;48;7;10;9;8;8;9;8;7;9;10,5d85e74e29df7395fb377d3f95f7ec031f45f41e03bdbf27c9438be136fd9e2f,3661c5b79e1d23ec3148b6a31318e0751e905ea1a5af71a6b1a9d358065c8091,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C50_COH.npz,e27ba1d95143b06bd8fd4fb74062a2e36577539bf947403c2487fce1a666224a,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,13,1,0,0
radiopaedia_14_85914_0,radiopaedia_case_14,permanent_development,,C50_DIS,0.5,dispersed,14,13,1,162,162,162,22;1;13;24;4;17;30;10;26;3;5;14;21;28,9;11;9;48;7;10;9;8;8;9;8;7;9;10,5d85e74e29df7395fb377d3f95f7ec031f45f41e03bdbf27c9438be136fd9e2f,8ee39b7ee66a9ab91535230cb05fc21b7a6bdf6acec1d44a708d5acd703c3cfd,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C50_DIS.npz,b8cb623309d0cccd8c4ec42cc424d2a860b27095ec58ad8a0a6736eca424a811,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,13,1,0,0
radiopaedia_14_85914_0,radiopaedia_case_14,permanent_development,,C50_FRG,0.5,fragmented,14,13,1,162,162,162,22;1;13;24;4;17;30;10;26;3;5;14;21;28,9;11;9;48;7;10;9;8;8;9;8;7;9;10,5d85e74e29df7395fb377d3f95f7ec031f45f41e03bdbf27c9438be136fd9e2f,531658d26bb52604fc1657995136bb275b12054f603845b0cf74ef5a1ad516ea,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C50_FRG.npz,aaab43568387ec563bcf5d93b32eba402555d9a42e91946eb135a344e687e546,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,13,1,0,0
radiopaedia_14_85914_0,radiopaedia_case_14,permanent_development,,C100_COH,1.0,coherent,28,27,1,162,162,162,22;1;13;24;4;17;30;10;26;3;5;14;21;28;29;23;7;27;9;19;12;11;16;15;20;2;25;6,5;6;5;38;5;5;4;4;4;5;6;4;4;4;4;5;6;3;5;5;3;4;5;6;5;4;3;5,5d85e74e29df7395fb377d3f95f7ec031f45f41e03bdbf27c9438be136fd9e2f,3983272089f2100e8fd739415f93f3a615155e9f41e4496c6f4807bcd3a0c1d9,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C100_COH.npz,ed9871c128e0111a7c3e287d8131c05e645c5ad40f993d69ae6fa48496848ac1,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,27,1,0,0
radiopaedia_14_85914_0,radiopaedia_case_14,permanent_development,,C100_DIS,1.0,dispersed,28,27,1,162,162,162,22;1;13;24;4;17;30;10;26;3;5;14;21;28;29;23;7;27;9;19;12;11;16;15;20;2;25;6,5;6;5;38;5;5;4;4;4;5;6;4;4;4;4;5;6;3;5;5;3;4;5;6;5;4;3;5,5d85e74e29df7395fb377d3f95f7ec031f45f41e03bdbf27c9438be136fd9e2f,0e537d8cccf503312d776b8f4378489434c1861248940382f60ec36dd88943cf,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C100_DIS.npz,fd591be4f1723032db9b241728fc529d28bc5d1a505407e26d18691c843dc2c1,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,27,1,0,0
radiopaedia_14_85914_0,radiopaedia_case_14,permanent_development,,C100_FRG,1.0,fragmented,28,27,1,162,162,162,22;1;13;24;4;17;30;10;26;3;5;14;21;28;29;23;7;27;9;19;12;11;16;15;20;2;25;6,5;6;5;38;5;5;4;4;4;5;6;4;4;4;4;5;6;3;5;5;3;4;5;6;5;4;3;5,5d85e74e29df7395fb377d3f95f7ec031f45f41e03bdbf27c9438be136fd9e2f,551df23815ade76f3b3ad8f9d410efddf71cf3ce0645a2c35224f9c5c033f84c,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C100_FRG.npz,a76659839e09505e6a0c8c7b7bf29b162211910b491d182af781d1d562da1773,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,27,1,0,0
radiopaedia_27_86410_0,radiopaedia_case_27,permanent_development,,C50_COH,0.5,coherent,7,7,0,53,53,53,2;7;3;8;13;14;4,6;9;8;9;6;10;5,bfaf34b5eac7c2c2277da2d4fdc2643c8f92cdf89a2543f9528632b8cf6c0474,8a3d3512aa4bb194a15b1828ac4302de5d7eef223177bbef88b363e4a820945a,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C50_COH.npz,e37045e8100336c2db5bfc9e8306320a1215350b03b56c767f6f0da658174ddb,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,7,0,0,0
radiopaedia_27_86410_0,radiopaedia_case_27,permanent_development,,C50_DIS,0.5,dispersed,7,7,0,53,53,53,2;7;3;8;13;14;4,6;9;8;9;6;10;5,bfaf34b5eac7c2c2277da2d4fdc2643c8f92cdf89a2543f9528632b8cf6c0474,5a83329cbe5692553b24151ca0a69ddf2c316e20eba5b277fefb2c9b3d5b005e,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C50_DIS.npz,05542bf6947dc64519eef5af994631b1c0ad6f702fbe350306833f9163ed9ec5,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,7,0,0,0
radiopaedia_27_86410_0,radiopaedia_case_27,permanent_development,,C50_FRG,0.5,fragmented,7,7,0,53,53,53,2;7;3;8;13;14;4,6;9;8;9;6;10;5,bfaf34b5eac7c2c2277da2d4fdc2643c8f92cdf89a2543f9528632b8cf6c0474,6f5daeba53600a809b30d9f3cc8cb9408c9792524cf9375752d437d6c5f676e0,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C50_FRG.npz,739c50cb4cd8c77968bb0261289cfc1888eb1b225b4aa57a3990f801d1164b5b,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,7,0,0,0
radiopaedia_27_86410_0,radiopaedia_case_27,permanent_development,,C100_COH,1.0,coherent,13,13,0,53,53,53,2;7;3;8;13;14;4;10;9;1;5;11;12,5;4;5;5;4;4;4;4;4;4;3;4;3,bfaf34b5eac7c2c2277da2d4fdc2643c8f92cdf89a2543f9528632b8cf6c0474,2fa043490f3000655a95a9aa653aaf6b31809ec987db011926c6939ddd777b33,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C100_COH.npz,e85601326e5e534f10edcdad40ea004ed6cf93224e6e7611c4596c547986b304,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,13,0,0,0
radiopaedia_27_86410_0,radiopaedia_case_27,permanent_development,,C100_DIS,1.0,dispersed,13,13,0,53,53,53,2;7;3;8;13;14;4;10;9;1;5;11;12,5;4;5;5;4;4;4;4;4;4;3;4;3,bfaf34b5eac7c2c2277da2d4fdc2643c8f92cdf89a2543f9528632b8cf6c0474,02406102e3fa9fda86c1e938fc7025ecfc2255048477ce58a1fb896dc41f62d4,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C100_DIS.npz,856012ef7393c393cb8c5db67fef085bd7575677b44db5f7d9a05a6dca909305,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,13,0,0,0
radiopaedia_27_86410_0,radiopaedia_case_27,permanent_development,,C100_FRG,1.0,fragmented,13,13,0,53,53,53,2;7;3;8;13;14;4;10;9;1;5;11;12,5;4;5;5;4;4;4;4;4;4;3;4;3,bfaf34b5eac7c2c2277da2d4fdc2643c8f92cdf89a2543f9528632b8cf6c0474,013bb7ab1a36d040495491a19c44cbac65a081d96c7a12dadd1f1b8032b76a61,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C100_FRG.npz,63784a7a52e103d7687d299b284109d93dfa72443922d097827658e3b33a8bc6,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,13,0,0,0
radiopaedia_29_86490_1,radiopaedia_case_29,final_outer_cv,0.0,C50_COH,0.5,coherent,1,0,1,20,20,20,2,20,98bb14472a25c353b587b36d807a705372a906076d804e63fa451a9be59ae275,7ad4d2634ebf8e3ed8350ceeb7116e2f90c4bd82a50eb60993358104a4bd90c8,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86490_1/C50_COH.npz,d61dfbf284fb6c0cde78798cbb0713b380b69119ec205c4e018fa2aa38b63261,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,0,1,0,0
