case_id,condition_id,artifact_file,file_sha256,semantic_sha256,trainer_eligible
radiopaedia_36_86526_0,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_36_86526_0/C100_FRG.npz,89c229c4f1b8c2093d4f180984a43029b1f72c047764c5f8ed48a1d17a4c4104,cb945a9946d6033e1c12bb41bafe28d6cc30a1daf78b44b5cd4928f836e91d8d,False
radiopaedia_36_86526_0,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_36_86526_0/C50_COH.npz,95e30dc2b70d3099622a71d4c25576476ead1a62777459d42eeb5ba680754078,50df8cbd5f698205e9a1e238fde6d5a13d43c9857b23f336dcc53aeabb558040,False
radiopaedia_36_86526_0,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_36_86526_0/C50_DIS.npz,a6393da6843f1ab6e3f17881899de2775286897e822e8c4acfb0dc98d153da7d,8620fd6f4bcc0b612a607a84db095c4d409aac8bcfe78e67ba655d5cf2462b27,False
radiopaedia_36_86526_0,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_36_86526_0/C50_FRG.npz,b6b80cbaf0e3078a7674ab8d57c5ab71bdfb0d802287691b559b2dab33c6a4f8,c879d26b1cf29b15c002e5c600ce49a24b55a3c790d85fdac32125e013f670b9,False
radiopaedia_40_86625_0,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_40_86625_0/C100_COH.npz,c029f6d18c70e5bce19f409d31598f0359640ea9fd0030817d4e5649c971e3fb,bc82c759d5e168c361016a55e9e9a888f670c5a80c2b567e802a129867272d78,False
radiopaedia_40_86625_0,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_40_86625_0/C100_DIS.npz,90cc13de0e7c35a7ad7ef58042f030f3607021ac9ff1a6c8ace18735663dad50,8b63c46ae5f7659654af70810a7ea8d1c0cb788401e6102545fbce82dfb4a52a,False
radiopaedia_40_86625_0,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_40_86625_0/C100_FRG.npz,f8e71bd7660576f1a0ce269620eabac8cf8bc237616012bdb035358245b1c02e,a67f99606b1abfb94569b6e788e480c9e5fedf3eaea0d6ff3b7b445edee63ad0,False
radiopaedia_40_86625_0,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_40_86625_0/C50_COH.npz,0946b2154bd4ded24ef7fef9af61f48f5b1406c8caf800e3ddefcd6d204e9fef,7b01429e95dcaa9071d40615005cdecb3b811809a8ec49ca3307edddf28ffeb8,False
radiopaedia_40_86625_0,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_40_86625_0/C50_DIS.npz,52fc41a16801f70219416a537ade67ddfde862e198c8e9ab0025d9256f84d45d,d8010e415cee206b77ab02bf3082511af17e7abb401eae8a9282786690302cc7,False
radiopaedia_40_86625_0,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_40_86625_0/C50_FRG.npz,160a3ba31901fb5267aa530928fe0260cfcaa53efb3525123aef5808ff778f34,2cf8ae46ec54f9cb25ee2908aae5432990db2761ac7164d0bc3a7d3e31753c61,False
radiopaedia_4_85506_1,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_4_85506_1/C100_COH.npz,4797c87550e84697e8e69627253f5c36f4c0a57fdf2078cccd067faeb629e713,e115271b26c9bc82a2e0d813af2ad49c6d1c8bb97930a0fc076f0b96ce1cfa5b,False
radiopaedia_4_85506_1,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_4_85506_1/C100_DIS.npz,4e7d7086259d9c497f6aacd38b8fe626d49808c426a1cf64968c64bca434b1e1,2536d77ca88ddc664f2a521ea960a986c353d42f9db1703a7b7e6e643e949596,False
radiopaedia_4_85506_1,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_4_85506_1/C100_FRG.npz,11b212d7c6d9a558fd8114c88a547317b87f283c8545e3186d1c4af2a6895e52,0de3b8fedf08b15478c679e6aef5f3bac40e10edda159a35a75507fd8e0180de,False
radiopaedia_4_85506_1,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_4_85506_1/C50_COH.npz,ccfe6cad53db3d9cec66c6a1324d3dace448dbe9508c3005e7753e85c9158192,b93391fa98fdafb7a181315f24579617856eaf101893086db032b1b3288565b1,False
radiopaedia_4_85506_1,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_4_85506_1/C50_DIS.npz,bfb9f3165469a7c86b34d560e933dfbb6ee10ba94cbef6a6b6d0679313edf1e3,594580f9de0da3c0fefb5db43131a668fb73f5f635328ff068f6f0ba906f997b,False
radiopaedia_4_85506_1,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_4_85506_1/C50_FRG.npz,96b66ea4b456b7d69082f9d261929e1c752326ec21792c389193081fc7844d92,92720544c66a087a18f6767e4e4e6974e52e984bb76ea8f9b1f0978bf4e193bb,False
radiopaedia_7_85703_0,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_7_85703_0/C100_COH.npz,dcd5b1fcee4621882be03c2b4252f836a7e8b203f738b7eeef28adb6a11babb6,b07fa023c38455df17be6029528075565e3ea515d249984fa90a69fa168c0044,False
radiopaedia_7_85703_0,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_7_85703_0/C100_DIS.npz,5435bd209587ce5bd3078d5ee8260c79b90d88497e033a7eaeac5423dc3afa10,35927ed0d9938a052fd2a7db706a29454102b5c3af9c96e3572bc1dc2f645487,False
radiopaedia_7_85703_0,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_7_85703_0/C100_FRG.npz,129f666d7df52f167c9c6c2f9c25579d545bf6c59b73cbca75472e08d4bd92d5,1a5402ecffd46140baa672513807598db1d7c60c119e27a582c40869a63276be,False
radiopaedia_7_85703_0,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_7_85703_0/C50_COH.npz,7ae19c9798b4cc4096e9dcb6dfe8053588d93b260492d3ec8cb2bf1af3f3dd34,1d6c647d5d186fa8db218d4fc56575e1f0eba3c0907a2dda339f582b9b43ed40,False
radiopaedia_7_85703_0,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_7_85703_0/C50_DIS.npz,38e0723b848fd609f3f2cb23bb7f7deb74068e41f9868752835c3f48b7027846,5e00618e312635971c09332cf137f4baf076b222d5268225249905af8fa4b6a7,False
radiopaedia_7_85703_0,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_7_85703_0/C50_FRG.npz,e05af7c29893d52284d1836a23b8e5e35b48c23d030fe5b1437a7ab228ab0904,33d8e006515b48baa3ac2c34e4c4097710e1052e013439557638c39b94b00498,False
