run_id,condition,outer_fold,seed,initialization_seed,training_cases,heldout_cases,training_case_count,heldout_case_count,epochs,microbatches_per_epoch,accumulation_steps,optimizer_steps,checkpoint_selection,paired_initialization_across_conditions,paired_schedule_across_conditions,paired_augmentation_rng_across_conditions,dense_training_labels,dense_heldout_outcomes_open_during_fit,training_authorized,sanity_gate_dependency,execution_status,final_dense_outcome_access_during_fit,paired_batch_id,paired_batch_order,condition_execution_order_within_batch
cova3d_c50_dis_fold2_seed43,C50_DIS,2,43,2566699473,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed43,9,2
cova3d_c50_frg_fold2_seed43,C50_FRG,2,43,2566699473,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed43,9,3
cova3d_c100_coh_fold2_seed43,C100_COH,2,43,2566699473,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed43,9,4
cova3d_c100_dis_fold2_seed43,C100_DIS,2,43,2566699473,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed43,9,5
cova3d_c100_frg_fold2_seed43,C100_FRG,2,43,2566699473,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed43,9,6
cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed17,10,1
cova3d_c50_dis_fold3_seed17,C50_DIS,3,17,2340698924,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed17,10,2
cova3d_c50_frg_fold3_seed17,C50_FRG,3,17,2340698924,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed17,10,3
cova3d_c100_coh_fold3_seed17,C100_COH,3,17,2340698924,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed17,10,4
cova3d_c100_dis_fold3_seed17,C100_DIS,3,17,2340698924,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed17,10,5
cova3d_c100_frg_fold3_seed17,C100_FRG,3,17,2340698924,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed17,10,6
cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed29,11,1
cova3d_c50_dis_fold3_seed29,C50_DIS,3,29,2796745829,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed29,11,2
cova3d_c50_frg_fold3_seed29,C50_FRG,3,29,2796745829,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed29,11,3
cova3d_c100_coh_fold3_seed29,C100_COH,3,29,2796745829,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed29,11,4
cova3d_c100_dis_fold3_seed29,C100_DIS,3,29,2796745829,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed29,11,5
cova3d_c100_frg_fold3_seed29,C100_FRG,3,29,2796745829,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold3_seed29,11,6
cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold3_seed43,12,1
cova3d_c50_dis_fold3_seed43,C50_DIS,3,43,3973010882,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold3_seed43,12,2
cova3d_c50_frg_fold3_seed43,C50_FRG,3,43,3973010882,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold3_seed43,12,3
cova3d_c100_coh_fold3_seed43,C100_COH,3,43,3973010882,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold3_seed43,12,4
cova3d_c100_dis_fold3_seed43,C100_DIS,3,43,3973010882,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold3_seed43,12,5
cova3d_c100_frg_fold3_seed43,C100_FRG,3,43,3973010882,coronacases_002;coronacases_005;coronacases_006;coronacases_007;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_001;coronacases_003;coronacases_009;radiopaedia_40_86625_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold3_seed43,12,6
