case_id,condition_id,artifact_file,artifact_file_sha256,annotation_semantic_sha256,sparse_only,coordinate_level_QA,trainer_candidate,training_authorized,effective_protocol
radiopaedia_14_85914_0,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C100_COH.npz,ed9871c128e0111a7c3e287d8131c05e645c5ad40f993d69ae6fa48496848ac1,3983272089f2100e8fd739415f93f3a615155e9f41e4496c6f4807bcd3a0c1d9,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_14_85914_0,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C100_DIS.npz,fd591be4f1723032db9b241728fc529d28bc5d1a505407e26d18691c843dc2c1,0e537d8cccf503312d776b8f4378489434c1861248940382f60ec36dd88943cf,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_14_85914_0,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C100_FRG.npz,a76659839e09505e6a0c8c7b7bf29b162211910b491d182af781d1d562da1773,551df23815ade76f3b3ad8f9d410efddf71cf3ce0645a2c35224f9c5c033f84c,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_27_86410_0,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C50_COH.npz,e37045e8100336c2db5bfc9e8306320a1215350b03b56c767f6f0da658174ddb,8a3d3512aa4bb194a15b1828ac4302de5d7eef223177bbef88b363e4a820945a,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_27_86410_0,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C50_DIS.npz,05542bf6947dc64519eef5af994631b1c0ad6f702fbe350306833f9163ed9ec5,5a83329cbe5692553b24151ca0a69ddf2c316e20eba5b277fefb2c9b3d5b005e,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_27_86410_0,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C50_FRG.npz,739c50cb4cd8c77968bb0261289cfc1888eb1b225b4aa57a3990f801d1164b5b,6f5daeba53600a809b30d9f3cc8cb9408c9792524cf9375752d437d6c5f676e0,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_27_86410_0,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C100_COH.npz,e85601326e5e534f10edcdad40ea004ed6cf93224e6e7611c4596c547986b304,2fa043490f3000655a95a9aa653aaf6b31809ec987db011926c6939ddd777b33,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_27_86410_0,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C100_DIS.npz,856012ef7393c393cb8c5db67fef085bd7575677b44db5f7d9a05a6dca909305,02406102e3fa9fda86c1e938fc7025ecfc2255048477ce58a1fb896dc41f62d4,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_27_86410_0,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_27_86410_0/C100_FRG.npz,63784a7a52e103d7687d299b284109d93dfa72443922d097827658e3b33a8bc6,013bb7ab1a36d040495491a19c44cbac65a081d96c7a12dadd1f1b8032b76a61,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86490_1,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86490_1/C50_COH.npz,d61dfbf284fb6c0cde78798cbb0713b380b69119ec205c4e018fa2aa38b63261,7ad4d2634ebf8e3ed8350ceeb7116e2f90c4bd82a50eb60993358104a4bd90c8,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86490_1,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86490_1/C50_DIS.npz,d61dfbf284fb6c0cde78798cbb0713b380b69119ec205c4e018fa2aa38b63261,7ad4d2634ebf8e3ed8350ceeb7116e2f90c4bd82a50eb60993358104a4bd90c8,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86490_1,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86490_1/C50_FRG.npz,d61dfbf284fb6c0cde78798cbb0713b380b69119ec205c4e018fa2aa38b63261,7ad4d2634ebf8e3ed8350ceeb7116e2f90c4bd82a50eb60993358104a4bd90c8,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86490_1,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86490_1/C100_COH.npz,e028ea1c62264505f1af0791553c390e9e1b9a4346ea07115be9a9d06d249e7c,68a92ddf23ea80e373fcaf3b934093debcd02fd97b029e9e1b5c0c78a96d4a3c,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86490_1,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86490_1/C100_DIS.npz,e028ea1c62264505f1af0791553c390e9e1b9a4346ea07115be9a9d06d249e7c,68a92ddf23ea80e373fcaf3b934093debcd02fd97b029e9e1b5c0c78a96d4a3c,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86490_1,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86490_1/C100_FRG.npz,e028ea1c62264505f1af0791553c390e9e1b9a4346ea07115be9a9d06d249e7c,68a92ddf23ea80e373fcaf3b934093debcd02fd97b029e9e1b5c0c78a96d4a3c,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86491_1,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86491_1/C50_COH.npz,3b5961736c95738f127688a9976298200cf0f9cc36322a3603b76d2d5f4ceb65,e7106f19ee444c457e0f155a39f5625e534f1e7ea26a0d317ba320aa4512c4e2,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86491_1,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86491_1/C50_DIS.npz,5d07ff589d211dcb1ca2d6a5a94560859ad63284cf0f61fd43f25593a5edf7b1,fcc895d332f9e9b751786cedd0f88f7cbcf60e2ab35bd826a2929fdd91276ac7,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86491_1,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86491_1/C50_FRG.npz,c027aa720863d304027d1aeb3b4c776396920ae605990c39b7536c6205619c39,fc347b1d97381ab024070f912530a72ea4a7dc15d87c41bd5cb8117f295df921,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86491_1,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86491_1/C100_COH.npz,0ed617ddcb6bb2ea896ebbb1f51736eeee27ec4bd3819575b5619f0e9be3aea8,6f4e50f0b4540246ced2b9397fb27dcf1f9d0972015d0e6bdd783811bdee342c,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86491_1,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86491_1/C100_DIS.npz,44f2196797f5d74e59de04a683ff15b8002769ac8f0410684710cac8905ef9cf,21adb08794aae6f67e265422a915151d26b843bf2ea74614c8c9b5aa07498a48,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_29_86491_1,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_29_86491_1/C100_FRG.npz,bdaf931044fec94fa94a56bd9ebb9c26e5df5f855cc67d0d376556cf68d3c1d0,d35a24eac2081cbbc3ff8f106893b72243974b60eb590228debafdeb810ebc18,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_36_86526_0,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_36_86526_0/C50_COH.npz,2ec7a22530911470383c7511171080961863337a8466c6b73ba579ee7e3873f9,75bf8783fca8381afcf79ba0b4eb2ef3c2501be58c3e685302d028beba8c74d4,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_36_86526_0,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_36_86526_0/C50_DIS.npz,7314283e7af4258f8208cb80a366df223a684e32fcdf30fb26fa98082c3f700f,db740a2a1bcbb4126f7bc9e2325e5b5bbc02ec1cc8f08a1c9d925edfa9c48cb3,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_36_86526_0,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_36_86526_0/C50_FRG.npz,4487dbd950f12a3eab876d31be1600cf191f717d963f7e9857408c62e5cc0e8b,0bb7041d42fbf2de5197031287a82eaa01de03c20f14df336026220ace4ed4de,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_36_86526_0,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_36_86526_0/C100_COH.npz,747e1ca5fee34c5f4e32a62b8d244d5402c1a6bc3b7ee4be3f93fc24e8e8e225,b01caf034abc663dbcde8041ada873ec3258c30619e59cc1d2167e192989d5f1,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_36_86526_0,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_36_86526_0/C100_DIS.npz,220cb4b5796a9cb6fd56a1e71f303d8396336569f36896b2e5c757c09e70f997,2c9d2c4a174d84aa24cd31a5696cbcfb7a39c7b13fe1c3aa2a68a61a504dc306,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_36_86526_0,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_36_86526_0/C100_FRG.npz,34977452996dde4aa876bf4e05dc6e5260c57fd2bba18393425e134907601985,8d698aff527cdb1eaea3ebebb615d6a8b890b31b31ef46ad037c29fb4b85d509,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_40_86625_0,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_40_86625_0/C50_COH.npz,02bda11df1d1050e5a9c4ec0a04215b5487baa07b17c432bcf8cbd294d1bd31c,6b32011603fcc41f536269dc286074f953a8633ea721f3d8384d3864ed1ea899,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_40_86625_0,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_40_86625_0/C50_DIS.npz,7b3101a93e1fa8a6f712df9ba9f95db3d68aff1dcdf043141799393df33d994a,46cf20e43594d166a4367578dbba85664c070d4afd4391451e30cf34905aa79b,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_40_86625_0,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_40_86625_0/C50_FRG.npz,1c9b1687176eaa056cb195a9480f62dcb4695090b7ae900dbc9d37e8d793cdf1,1a9cbc80e6ddda01e928e23425cf8865877e4f43b406d93e01481af12d0792af,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_40_86625_0,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_40_86625_0/C100_COH.npz,8e9a470f34d00b33d8685148ba492f7be9027304ce2ff4a8ab27e004c94dc45c,dc8cc47dc440d9376f2a37ad4c9160533c70deec3457282a33c721cb18a35f5d,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_40_86625_0,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_40_86625_0/C100_DIS.npz,39275e6d296a4721372a7d72bc47b521b121ba4f4cea2320afde4747383266fd,bcac2e16a4d16a389a2d12e1c050b0ff6c54538a73ee278ab25a1e11d3ae19c4,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_40_86625_0,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_40_86625_0/C100_FRG.npz,e8b17717a013be00df28d1b112f9efeb25de5fcb37d916f1d6343d3569c0e0d3,ec5e716d665abdab7f710210a6d746d858e2a6630ac0e5d12de88ffb5b7b9687,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_4_85506_1,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_4_85506_1/C50_COH.npz,16c077f7b7ba5e910c033215f9095b05fa516a112a00af2f2d6cce567e8f6a8a,1135bedd91dab72b1a5430af025f39ef1ff20883b36ccac56de1cf32c68eb6f4,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_4_85506_1,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_4_85506_1/C50_DIS.npz,3227c7ac134951aa9ae38ef3e046e928124872cf06099114c658fc014b572d3d,db4f17dc80bc5d688e89955db408c6433db08eb2d571bdea72c64adae978878e,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_4_85506_1,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_4_85506_1/C50_FRG.npz,f1fcca06171b88cb7354784c44f3f035e1b2bbfabe9c442447360ba56917c6a7,8811194c84e0b6f1f93ada40c32524f607c0ef0d4c7b5df0d00e209bfcc278a2,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_4_85506_1,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_4_85506_1/C100_COH.npz,3246ee9d836cabd29a2abedc10dca3f1f6114195a3b226ce0b54953f53b008c9,2f76c3e2c2d3b721a69b08f021e6ba33e9dcda813e17f344266aae1c01f47095,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_4_85506_1,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_4_85506_1/C100_DIS.npz,e57f4f5fc0143e3ee4136a133b69253c56ec88d12c84c4c821c9cf8691f0275c,08d6791cfa7b4364b0195dbf279b743dbb00e41bc70b88d24fa1226dcead429a,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_4_85506_1,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_4_85506_1/C100_FRG.npz,ec5cb2734f23446e3fce6370e09316f22b070297bc2d02e6b777fa03675fb084,4c89776c8c57cb36cebaae3f56df3d7bd9c479bfad9329c646a6cf9fc69af330,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_7_85703_0,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_7_85703_0/C50_COH.npz,25940d2e58ba54dabe6b73f6a2e6edbfb5913f645e1bbb980f053633afa320e8,c86cc83dbe727de839111101a01ecad664d1362b45df58b1b59432cb0b574858,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_7_85703_0,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_7_85703_0/C50_DIS.npz,c559cc0c6faecf7f0676039efc62c79d48736b7d4eeb3ac000f30e97ab806ad9,67a312b05e1758d22b6be54e232b589d2a3534e0b9dd8ac25bdcba0b7fae71fb,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_7_85703_0,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_7_85703_0/C50_FRG.npz,945fc5e81a66d056780a60a7b0b7665f19b53e9ab4c5c35db90f1e0df4c76afe,652ee3fa3504326b28033762895c86bfd4f0b5515708406005bfaec76c81db16,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_7_85703_0,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_7_85703_0/C100_COH.npz,2170059d6a6f18d5e9ea105795e8e7c2538882b191fe221211cf8b1137cba848,b24ba11d5bd13a097c80c117152e5ab276d4b5886abfc4d91c0810d73e8f9ba6,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_7_85703_0,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_7_85703_0/C100_DIS.npz,8a434e96b02b05d2dd4e143541e564970f332c90d657deec0c5550e9c09e4e96,b9220fa440c7ebe5c793d08bc46e9441f443525ecb3b1c6a128aca1bb06b190c,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_7_85703_0,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_7_85703_0/C100_FRG.npz,f694ca9f8889473ebf2b7fc4db505ca2bc61d8b5b4cf1c622645b761d75c180f,175b1660cc870fe332bbcc754185f93cce1430861b0f844373962049db570b20,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
